Trucksize, $ ,Customer Name,job_name_clean,job code,material_clean,final_direction,date_time,Truck #_clean,material_materials,id_materials,material_clean_materials,direction_materials,id_trucks,truck_number_trucks,trucking_company_trucks,notes_trucks,truck_size_trucks,phone_trucks,license_plate_trucks,active_trucks,truck_number_clean_trucks,id_customers,customer_name_customers,full_address_customers,contact_person_customers,phone_number_customers,notes_customers,job_code_alljobs,job_name_alljobs,customer_alljobs,tax_exempt_alljobs,active_alljobs,source_updated_at_alljobs
Axle 4_5, $165.00 ,MREX,PSP Sailing Center (2691),2691,Other Clean Hard Fill (rubble & mixed material),IN,2026-04-06T16:39:00,dev5,Other Clean Hard Fill (rubble & mixed material),18,other clean hard fill (rubble & mixed material),IN,54,DEV5,DEVIL'S TRUCKING,,Axle 4_5,440-343-4059,,True,dev5,93,MREX,"8616 Euclid-Chardon Road, Kirtland, OH, 44094",,,,2691,PSP Sailing Center (2691),Whiting-Turner Contracting Co.,Y,1,
Axle 4_5, $165.00 ,MREX,Cuyahoga Cty. Central Service Campus (2777),2777,Other Clean Hard Fill (rubble & mixed material),IN,2026-04-06T16:40:00,del03,Other Clean Hard Fill (rubble & mixed material),18,other clean hard fill (rubble & mixed material),IN,42,DEL03,Delano Trucking,,Axle 4_5,,PMZ9967,True,del03,93,MREX,"8616 Euclid-Chardon Road, Kirtland, OH, 44094",,,,2777,Cuy Co Central Svc Camp (2777),Gilbane Building Company,Y,1,
Axle 4_5, $165.00 ,MREX,PSP Sailing Center (2691),2691,Other Clean Hard Fill (rubble & mixed material),IN,2026-04-06T17:00:00,dev1,Other Clean Hard Fill (rubble & mixed material),18,other clean hard fill (rubble & mixed material),IN,273,DEV1,Legacy Data (Unknown Hauler),,Axle 4_5,,,True,dev1,93,MREX,"8616 Euclid-Chardon Road, Kirtland, OH, 44094",,,,2691,PSP Sailing Center (2691),Whiting-Turner Contracting Co.,Y,1,
Axle 4_5, $165.00 ,MREX,University Hts. Debris Removal (2788),2788,Other Clean Hard Fill (rubble & mixed material),IN,2026-04-07T07:26:00,has813,Other Clean Hard Fill (rubble & mixed material),18,other clean hard fill (rubble & mixed material),IN,438,HAS813,Legacy Data (Unknown Hauler),,Axle 4_5,,,True,has813,93,MREX,"8616 Euclid-Chardon Road, Kirtland, OH, 44094",,,,2788,Univ Hts Debris Removal (2788),City of University Heights,Y,1,
Axle 4_5, $165.00 ,MREX,Cuyahoga Cty. Central Service Campus (2777),2777,Other Clean Hard Fill (rubble & mixed material),IN,2026-04-07T07:35:00,c2h22,Other Clean Hard Fill (rubble & mixed material),18,other clean hard fill (rubble & mixed material),IN,240,C2H22,Legacy Data (Unknown Hauler),,Axle 4_5,,,True,c2h22,93,MREX,"8616 Euclid-Chardon Road, Kirtland, OH, 44094",,,,2777,Cuy Co Central Svc Camp (2777),Gilbane Building Company,Y,1,
Axle 4_5, $165.00 ,MREX,University Hts. Debris Removal (2788),2788,Other Clean Hard Fill (rubble & mixed material),IN,2026-04-07T07:36:00,mak21,Other Clean Hard Fill (rubble & mixed material),18,other clean hard fill (rubble & mixed material),IN,237,MAK21,Legacy Data (Unknown Hauler),,Axle 4_5,,,True,mak21,93,MREX,"8616 Euclid-Chardon Road, Kirtland, OH, 44094",,,,2788,Univ Hts Debris Removal (2788),City of University Heights,Y,1,
Axle 4_5, $165.00 ,MREX,University Hts. Debris Removal (2788),2788,Other Clean Hard Fill (rubble & mixed material),IN,2026-04-07T07:37:00,has2753,Other Clean Hard Fill (rubble & mixed material),18,other clean hard fill (rubble & mixed material),IN,439,HAS2753,Legacy Data (Unknown Hauler),,Axle 4_5,,,True,has2753,93,MREX,"8616 Euclid-Chardon Road, Kirtland, OH, 44094",,,,2788,Univ Hts Debris Removal (2788),City of University Heights,Y,1,
Axle 4_5, $165.00 ,MREX,Cuyahoga Cty. Central Service Campus (2777),2777,Other Clean Hard Fill (rubble & mixed material),IN,2026-04-07T07:38:00,clehaul01,Other Clean Hard Fill (rubble & mixed material),18,other clean hard fill (rubble & mixed material),IN,282,CLEHAUL01,Legacy Data (Unknown Hauler),,Axle 4_5,,,True,clehaul01,93,MREX,"8616 Euclid-Chardon Road, Kirtland, OH, 44094",,,,2777,Cuy Co Central Svc Camp (2777),Gilbane Building Company,Y,1,
Axle 4_5, $165.00 ,MREX,University Hts. Debris Removal (2788),2788,Other Clean Hard Fill (rubble & mixed material),IN,2026-04-07T07:40:00,rar835,Other Clean Hard Fill (rubble & mixed material),18,other clean hard fill (rubble & mixed material),IN,244,RAR835,Legacy Data (Unknown Hauler),,Axle 4_5,,,True,rar835,93,MREX,"8616 Euclid-Chardon Road, Kirtland, OH, 44094",,,,2788,Univ Hts Debris Removal (2788),City of University Heights,Y,1,
Axle 4_5, $165.00 ,MREX,University Hts. Debris Removal (2788),2788,Other Clean Hard Fill (rubble & mixed material),IN,2026-04-07T07:54:00,cs008,Other Clean Hard Fill (rubble & mixed material),18,other clean hard fill (rubble & mixed material),IN,23,CS008,C & S TRUCKING,Foxy,Axle 4_5,216-244-5175,PLL5990,True,cs008,93,MREX,"8616 Euclid-Chardon Road, Kirtland, OH, 44094",,,,2788,Univ Hts Debris Removal (2788),City of University Heights,Y,1,
Axle 4_5, $165.00 ,MREX,University Hts. Debris Removal (2788),2788,Other Clean Hard Fill (rubble & mixed material),IN,2026-04-07T07:55:00,pratt810,Other Clean Hard Fill (rubble & mixed material),18,other clean hard fill (rubble & mixed material),IN,160,PRATT810,Pratt Trucking,,Axle 4_5,216-633-1766,Temp tag,True,pratt810,93,MREX,"8616 Euclid-Chardon Road, Kirtland, OH, 44094",,,,2788,Univ Hts Debris Removal (2788),City of University Heights,Y,1,
Axle 4_5, $165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,Broken Concrete,IN,2026-04-07T07:57:00,dev7,Broken Concrete,11,broken concrete,IN,56,DEV7,DEVIL'S TRUCKING,,Axle 4_5,440-343-4059,PLR4496,True,dev7,106,Petty Group LLC,"13675 McCracken Rd, Garfield Heights, OH, 44125",,2162062600,,2720,Woodhill Roads PH1 (2720),Marous Brothers Construction,N,1,
Axle 4_5, $165.00 ,Shook Construction Co. ,Bedford,Bedford,Other Clean Hard Fill (rubble & mixed material),IN,2026-04-07T07:58:00,rl07,Other Clean Hard Fill (rubble & mixed material),18,other clean hard fill (rubble & mixed material),IN,241,RL07,Legacy Data (Unknown Hauler),,Axle 4_5,,,True,rl07,121,Shook Construction Co. ,"6860 W. Snowville Rd. Ste. 100, Brecksville, OH, 44141",,9372766666,invoices@shookconstruction.com,Bedford,Bedford,Shook Construction Co. ,N,1,2026-02-23T08:01:00
Axle 4_5, $165.00 ,Shook Construction Co. ,Bedford,Bedford,Other Clean Hard Fill (rubble & mixed material),IN,2026-04-07T07:58:00,lee14,Other Clean Hard Fill (rubble & mixed material),18,other clean hard fill (rubble & mixed material),IN,435,LEE14,Legacy Data (Unknown Hauler),,Axle 4_5,,,True,lee14,121,Shook Construction Co. ,"6860 W. Snowville Rd. Ste. 100, Brecksville, OH, 44141",,9372766666,invoices@shookconstruction.com,Bedford,Bedford,Shook Construction Co. ,N,1,2026-02-23T08:01:00
Axle 4_5, $165.00 ,MREX,Cuyahoga Cty. Central Service Campus (2777),2777,Other Clean Hard Fill (rubble & mixed material),IN,2026-04-07T07:59:00,mak22,Other Clean Hard Fill (rubble & mixed material),18,other clean hard fill (rubble & mixed material),IN,97,MAK22,Makupson Logistics,,Axle 4_5,,Temp tag,True,mak22,93,MREX,"8616 Euclid-Chardon Road, Kirtland, OH, 44094",,,,2777,Cuy Co Central Svc Camp (2777),Gilbane Building Company,Y,1,
Axle 4_5, $165.00 ,MREX,Cuyahoga Cty. Central Service Campus (2777),2777,Other Clean Hard Fill (rubble & mixed material),IN,2026-04-07T08:02:00,mak23,Other Clean Hard Fill (rubble & mixed material),18,other clean hard fill (rubble & mixed material),IN,98,MAK23,Makupson Logistics,,Axle 4_5,,,True,mak23,93,MREX,"8616 Euclid-Chardon Road, Kirtland, OH, 44094",,,,2777,Cuy Co Central Svc Camp (2777),Gilbane Building Company,Y,1,
Axle 4_5, $165.00 ,MREX,University Hts. Debris Removal (2788),2788,Other Clean Hard Fill (rubble & mixed material),IN,2026-04-07T08:03:00,ss38,Other Clean Hard Fill (rubble & mixed material),18,other clean hard fill (rubble & mixed material),IN,440,SS38,Legacy Data (Unknown Hauler),,Axle 4_5,,,True,ss38,93,MREX,"8616 Euclid-Chardon Road, Kirtland, OH, 44094",,,,2788,Univ Hts Debris Removal (2788),City of University Heights,Y,1,
Axle 4_5, $165.00 ,Shook Construction Co. ,Bedford,Bedford,Other Clean Hard Fill (rubble & mixed material),IN,2026-04-07T08:04:00,rl09,Other Clean Hard Fill (rubble & mixed material),18,other clean hard fill (rubble & mixed material),IN,162,RL09,RL COLE,,Axle 4_5,216-707-9550,,True,rl09,121,Shook Construction Co. ,"6860 W. Snowville Rd. Ste. 100, Brecksville, OH, 44141",,9372766666,invoices@shookconstruction.com,Bedford,Bedford,Shook Construction Co. ,N,1,2026-02-23T08:01:00
Tandem, $90.00 ,Shook Construction Co. ,Bedford,Bedford,Other Clean Hard Fill (rubble & mixed material),IN,2026-04-07T08:06:00,hag63,Other Clean Hard Fill (rubble & mixed material),18,other clean hard fill (rubble & mixed material),IN,441,HAG63,Legacy Data (Unknown Hauler),,Tandem,,,True,hag63,121,Shook Construction Co. ,"6860 W. Snowville Rd. Ste. 100, Brecksville, OH, 44141",,9372766666,invoices@shookconstruction.com,Bedford,Bedford,Shook Construction Co. ,N,1,2026-02-23T08:01:00
Axle 4_5, $165.00 ,MREX,Cuyahoga Cty. Central Service Campus (2777),2777,Other Clean Hard Fill (rubble & mixed material),IN,2026-04-07T08:08:00,c2h22,Other Clean Hard Fill (rubble & mixed material),18,other clean hard fill (rubble & mixed material),IN,240,C2H22,Legacy Data (Unknown Hauler),,Axle 4_5,,,True,c2h22,93,MREX,"8616 Euclid-Chardon Road, Kirtland, OH, 44094",,,,2777,Cuy Co Central Svc Camp (2777),Gilbane Building Company,Y,1,
Axle 4_5, $165.00 ,Shook Construction Co. ,Bedford,Bedford,Other Clean Hard Fill (rubble & mixed material),IN,2026-04-07T08:10:00,rl21,Other Clean Hard Fill (rubble & mixed material),18,other clean hard fill (rubble & mixed material),IN,209,RL21,Legacy Data (Unknown Hauler),,Axle 4_5,,,True,rl21,121,Shook Construction Co. ,"6860 W. Snowville Rd. Ste. 100, Brecksville, OH, 44141",,9372766666,invoices@shookconstruction.com,Bedford,Bedford,Shook Construction Co. ,N,1,2026-02-23T08:01:00
Axle 4_5, $165.00 ,MREX,PSP Sailing Center (2691),2691,Other Clean Hard Fill (rubble & mixed material),IN,2026-04-07T08:10:00,mbg424,Other Clean Hard Fill (rubble & mixed material),18,other clean hard fill (rubble & mixed material),IN,249,MBG424,Legacy Data (Unknown Hauler),,Axle 4_5,,,True,mbg424,93,MREX,"8616 Euclid-Chardon Road, Kirtland, OH, 44094",,,,2691,PSP Sailing Center (2691),Whiting-Turner Contracting Co.,Y,1,
Axle 4_5, $165.00 ,MREX,University Hts. Debris Removal (2788),2788,Other Clean Hard Fill (rubble & mixed material),IN,2026-04-07T08:11:00,cpro33,Other Clean Hard Fill (rubble & mixed material),18,other clean hard fill (rubble & mixed material),IN,442,CPRO33,Legacy Data (Unknown Hauler),,Axle 4_5,,,True,cpro33,93,MREX,"8616 Euclid-Chardon Road, Kirtland, OH, 44094",,,,2788,Univ Hts Debris Removal (2788),City of University Heights,Y,1,
Axle 4_5, $165.00 ,MREX,Cuyahoga Cty. Central Service Campus (2777),2777,Other Clean Hard Fill (rubble & mixed material),IN,2026-04-07T08:12:00,rht247,Other Clean Hard Fill (rubble & mixed material),18,other clean hard fill (rubble & mixed material),IN,161,RHT247,RH 24 7 TRUCKING,,Axle 4_5,,PNT2020,True,rht247,93,MREX,"8616 Euclid-Chardon Road, Kirtland, OH, 44094",,,,2777,Cuy Co Central Svc Camp (2777),Gilbane Building Company,Y,1,
Axle 4_5, $165.00 ,MREX,Cuyahoga Cty. Central Service Campus (2777),2777,Other Clean Hard Fill (rubble & mixed material),IN,2026-04-07T08:12:00,jdh05,Other Clean Hard Fill (rubble & mixed material),18,other clean hard fill (rubble & mixed material),IN,88,JDH05,JDH MANAGEMENT LLC,,Axle 4_5,,Temp Tag,True,jdh05,93,MREX,"8616 Euclid-Chardon Road, Kirtland, OH, 44094",,,,2777,Cuy Co Central Svc Camp (2777),Gilbane Building Company,Y,1,
Axle 4_5, $165.00 ,MREX,Cuyahoga Cty. Central Service Campus (2777),2777,Other Clean Hard Fill (rubble & mixed material),IN,2026-04-07T08:13:00,clehaul01,Other Clean Hard Fill (rubble & mixed material),18,other clean hard fill (rubble & mixed material),IN,282,CLEHAUL01,Legacy Data (Unknown Hauler),,Axle 4_5,,,True,clehaul01,93,MREX,"8616 Euclid-Chardon Road, Kirtland, OH, 44094",,,,2777,Cuy Co Central Svc Camp (2777),Gilbane Building Company,Y,1,
Axle 4_5, $165.00 ,MREX,University Hts. Debris Removal (2788),2788,Other Clean Hard Fill (rubble & mixed material),IN,2026-04-07T08:16:00,has813,Other Clean Hard Fill (rubble & mixed material),18,other clean hard fill (rubble & mixed material),IN,438,HAS813,Legacy Data (Unknown Hauler),,Axle 4_5,,,True,has813,93,MREX,"8616 Euclid-Chardon Road, Kirtland, OH, 44094",,,,2788,Univ Hts Debris Removal (2788),City of University Heights,Y,1,
Axle 4_5, $165.00 ,MREX,Cuyahoga Cty. Central Service Campus (2777),2777,Other Clean Hard Fill (rubble & mixed material),IN,2026-04-07T08:16:00,gace26,Other Clean Hard Fill (rubble & mixed material),18,other clean hard fill (rubble & mixed material),IN,239,GACE26,Legacy Data (Unknown Hauler),,Axle 4_5,,,True,gace26,93,MREX,"8616 Euclid-Chardon Road, Kirtland, OH, 44094",,,,2777,Cuy Co Central Svc Camp (2777),Gilbane Building Company,Y,1,
Axle 4_5, $165.00 ,MREX,Cuyahoga Cty. Central Service Campus (2777),2777,Other Clean Hard Fill (rubble & mixed material),IN,2026-04-07T08:18:00,gace36,Other Clean Hard Fill (rubble & mixed material),18,other clean hard fill (rubble & mixed material),IN,274,GACE36,Legacy Data (Unknown Hauler),,Axle 4_5,,,True,gace36,93,MREX,"8616 Euclid-Chardon Road, Kirtland, OH, 44094",,,,2777,Cuy Co Central Svc Camp (2777),Gilbane Building Company,Y,1,
TriAxle, $120.00 ,Shook Construction Co. ,Bedford,Bedford,Other Clean Hard Fill (rubble & mixed material),IN,2026-04-07T08:21:00,ee10,Other Clean Hard Fill (rubble & mixed material),18,other clean hard fill (rubble & mixed material),IN,443,EE10,Legacy Data (Unknown Hauler),,TriAxle,,,True,ee10,121,Shook Construction Co. ,"6860 W. Snowville Rd. Ste. 100, Brecksville, OH, 44141",,9372766666,invoices@shookconstruction.com,Bedford,Bedford,Shook Construction Co. ,N,1,2026-02-23T08:01:00
Axle 4_5, $165.00 ,MREX,Cuyahoga Cty. Central Service Campus (2777),2777,Other Clean Hard Fill (rubble & mixed material),IN,2026-04-07T08:27:00,met94,Other Clean Hard Fill (rubble & mixed material),18,other clean hard fill (rubble & mixed material),IN,444,MET94,Legacy Data (Unknown Hauler),,Axle 4_5,,,True,met94,93,MREX,"8616 Euclid-Chardon Road, Kirtland, OH, 44094",,,,2777,Cuy Co Central Svc Camp (2777),Gilbane Building Company,Y,1,
Axle 4_5, $165.00 ,MREX,University Hts. Debris Removal (2788),2788,Other Clean Hard Fill (rubble & mixed material),IN,2026-04-07T08:28:00,king3,Other Clean Hard Fill (rubble & mixed material),18,other clean hard fill (rubble & mixed material),IN,445,KING3,Legacy Data (Unknown Hauler),,Axle 4_5,,,True,king3,93,MREX,"8616 Euclid-Chardon Road, Kirtland, OH, 44094",,,,2788,Univ Hts Debris Removal (2788),City of University Heights,Y,1,
Axle 4_5, $165.00 ,MREX,University Hts. Debris Removal (2788),2788,Other Clean Hard Fill (rubble & mixed material),IN,2026-04-07T08:31:00,eddy201,Other Clean Hard Fill (rubble & mixed material),18,other clean hard fill (rubble & mixed material),IN,264,EDDY201,Legacy Data (Unknown Hauler),,Axle 4_5,,,True,eddy201,93,MREX,"8616 Euclid-Chardon Road, Kirtland, OH, 44094",,,,2788,Univ Hts Debris Removal (2788),City of University Heights,Y,1,
Axle 4_5, $165.00 ,MREX,University Hts. Debris Removal (2788),2788,Other Clean Hard Fill (rubble & mixed material),IN,2026-04-07T08:33:00,pm25,Other Clean Hard Fill (rubble & mixed material),18,other clean hard fill (rubble & mixed material),IN,446,PM25,Legacy Data (Unknown Hauler),,Axle 4_5,,,True,pm25,93,MREX,"8616 Euclid-Chardon Road, Kirtland, OH, 44094",,,,2788,Univ Hts Debris Removal (2788),City of University Heights,Y,1,
Axle 4_5, $165.00 ,MREX,University Hts. Debris Removal (2788),2788,Other Clean Hard Fill (rubble & mixed material),IN,2026-04-07T08:34:00,mak21,Other Clean Hard Fill (rubble & mixed material),18,other clean hard fill (rubble & mixed material),IN,237,MAK21,Legacy Data (Unknown Hauler),,Axle 4_5,,,True,mak21,93,MREX,"8616 Euclid-Chardon Road, Kirtland, OH, 44094",,,,2788,Univ Hts Debris Removal (2788),City of University Heights,Y,1,
Axle 4_5, $165.00 ,MREX,Cuyahoga Cty. Central Service Campus (2777),2777,Other Clean Hard Fill (rubble & mixed material),IN,2026-04-07T08:37:00,mak23,Other Clean Hard Fill (rubble & mixed material),18,other clean hard fill (rubble & mixed material),IN,98,MAK23,Makupson Logistics,,Axle 4_5,,,True,mak23,93,MREX,"8616 Euclid-Chardon Road, Kirtland, OH, 44094",,,,2777,Cuy Co Central Svc Camp (2777),Gilbane Building Company,Y,1,
Tandem, $150.00 ,"Empire Paving, LLC",US Bank - Woodmere,US Bank - Woodmere,Broken Asphalt (or material mixed asphalt),IN,2026-04-07T08:38:00,emp722,Broken Asphalt (or material mixed asphalt),10,broken asphalt (or material mixed asphalt),IN,367,EMP722,EMPIRE,,Tandem,,,True,emp722,52,"Empire Paving, LLC","4620 Johnston Parkway, Cleveland, OH, 44128",,2165811000,ap@empirepaving.biz,US Bank - Woodmere,US Bank - Woodmere,"Empire Paving, LLC",New,1,2026-05-11T18:36:09.993771+00:00
Axle 4_5, $165.00 ,"Miller Pipeline, LLC",Lee Rd.,Lee Rd.,Other Clean Hard Fill (rubble & mixed material),IN,2026-04-07T08:39:00,clell6,Other Clean Hard Fill (rubble & mixed material),18,other clean hard fill (rubble & mixed material),IN,411,clell6,Clell Construction LLC,,Axle 4_5,,,True,clell6,89,"Miller Pipeline, LLC","PO Box 34141, Indianapolis, IN, 46234",Nancy Hunt,3176535361,apinfo@millerpipeline.com,Lee Rd.,Lee Rd.,Utilities Construction Co.,N,1,2026-01-05T10:01:00
Axle 4_5, $165.00 ,MREX,University Hts. Debris Removal (2788),2788,Other Clean Hard Fill (rubble & mixed material),IN,2026-04-07T08:41:00,has2753,Other Clean Hard Fill (rubble & mixed material),18,other clean hard fill (rubble & mixed material),IN,439,HAS2753,Legacy Data (Unknown Hauler),,Axle 4_5,,,True,has2753,93,MREX,"8616 Euclid-Chardon Road, Kirtland, OH, 44094",,,,2788,Univ Hts Debris Removal (2788),City of University Heights,Y,1,
Axle 4_5, $165.00 ,MREX,University Hts. Debris Removal (2788),2788,Other Clean Hard Fill (rubble & mixed material),IN,2026-04-07T08:41:00,pratt807,Other Clean Hard Fill (rubble & mixed material),18,other clean hard fill (rubble & mixed material),IN,157,PRATT807,Pratt Trucking,,Axle 4_5,216-633-1766,M465085 (Temp),True,pratt807,93,MREX,"8616 Euclid-Chardon Road, Kirtland, OH, 44094",,,,2788,Univ Hts Debris Removal (2788),City of University Heights,Y,1,
Axle 4_5, $165.00 ,MREX,Cuyahoga Cty. Central Service Campus (2777),2777,Other Clean Hard Fill (rubble & mixed material),IN,2026-04-07T08:42:00,mak22,Other Clean Hard Fill (rubble & mixed material),18,other clean hard fill (rubble & mixed material),IN,97,MAK22,Makupson Logistics,,Axle 4_5,,Temp tag,True,mak22,93,MREX,"8616 Euclid-Chardon Road, Kirtland, OH, 44094",,,,2777,Cuy Co Central Svc Camp (2777),Gilbane Building Company,Y,1,
Axle 4_5, $165.00 ,MREX,Cuyahoga Cty. Central Service Campus (2777),2777,Other Clean Hard Fill (rubble & mixed material),IN,2026-04-07T08:43:00,ets111,Other Clean Hard Fill (rubble & mixed material),18,other clean hard fill (rubble & mixed material),IN,284,ETS111,Legacy Data (Unknown Hauler),,Axle 4_5,,,True,ets111,93,MREX,"8616 Euclid-Chardon Road, Kirtland, OH, 44094",,,,2777,Cuy Co Central Svc Camp (2777),Gilbane Building Company,Y,1,
Axle 4_5, $165.00 ,MREX,University Hts. Debris Removal (2788),2788,Other Clean Hard Fill (rubble & mixed material),IN,2026-04-07T08:44:00,rar835,Other Clean Hard Fill (rubble & mixed material),18,other clean hard fill (rubble & mixed material),IN,244,RAR835,Legacy Data (Unknown Hauler),,Axle 4_5,,,True,rar835,93,MREX,"8616 Euclid-Chardon Road, Kirtland, OH, 44094",,,,2788,Univ Hts Debris Removal (2788),City of University Heights,Y,1,
Axle 4_5, $165.00 ,MREX,University Hts. Debris Removal (2788),2788,Other Clean Hard Fill (rubble & mixed material),IN,2026-04-07T08:44:00,bum716,Other Clean Hard Fill (rubble & mixed material),18,other clean hard fill (rubble & mixed material),IN,13,BUM716,BUMBLEBEE TRUCKING,,Axle 4_5,,,True,bum716,93,MREX,"8616 Euclid-Chardon Road, Kirtland, OH, 44094",,,,2788,Univ Hts Debris Removal (2788),City of University Heights,Y,1,
Axle 4_5, $165.00 ,MREX,Cuyahoga Cty. Central Service Campus (2777),2777,Other Clean Hard Fill (rubble & mixed material),IN,2026-04-07T08:45:00,del05,Other Clean Hard Fill (rubble & mixed material),18,other clean hard fill (rubble & mixed material),IN,44,DEL05,Delano Trucking,,Axle 4_5,,Temp tag,True,del05,93,MREX,"8616 Euclid-Chardon Road, Kirtland, OH, 44094",,,,2777,Cuy Co Central Svc Camp (2777),Gilbane Building Company,Y,1,
Axle 4_5, $165.00 ,MREX,University Hts. Debris Removal (2788),2788,Other Clean Hard Fill (rubble & mixed material),IN,2026-04-07T08:48:00,pratt804,Other Clean Hard Fill (rubble & mixed material),18,other clean hard fill (rubble & mixed material),IN,154,PRATT804,Pratt Trucking,,Axle 4_5,216-633-1766,,True,pratt804,93,MREX,"8616 Euclid-Chardon Road, Kirtland, OH, 44094",,,,2788,Univ Hts Debris Removal (2788),City of University Heights,Y,1,
Axle 4_5, $165.00 ,MREX,Cuyahoga Cty. Central Service Campus (2777),2777,Other Clean Hard Fill (rubble & mixed material),IN,2026-04-07T08:51:00,del03,Other Clean Hard Fill (rubble & mixed material),18,other clean hard fill (rubble & mixed material),IN,42,DEL03,Delano Trucking,,Axle 4_5,,PMZ9967,True,del03,93,MREX,"8616 Euclid-Chardon Road, Kirtland, OH, 44094",,,,2777,Cuy Co Central Svc Camp (2777),Gilbane Building Company,Y,1,
Axle 4_5, $165.00 ,Shook Construction Co. ,Bedford,Bedford,Other Clean Hard Fill (rubble & mixed material),IN,2026-04-07T08:55:00,rl07,Other Clean Hard Fill (rubble & mixed material),18,other clean hard fill (rubble & mixed material),IN,241,RL07,Legacy Data (Unknown Hauler),,Axle 4_5,,,True,rl07,121,Shook Construction Co. ,"6860 W. Snowville Rd. Ste. 100, Brecksville, OH, 44141",,9372766666,invoices@shookconstruction.com,Bedford,Bedford,Shook Construction Co. ,N,1,2026-02-23T08:01:00
Axle 4_5, $165.00 ,Shook Construction Co. ,Bedford,Bedford,Other Clean Hard Fill (rubble & mixed material),IN,2026-04-07T08:56:00,lee14,Other Clean Hard Fill (rubble & mixed material),18,other clean hard fill (rubble & mixed material),IN,435,LEE14,Legacy Data (Unknown Hauler),,Axle 4_5,,,True,lee14,121,Shook Construction Co. ,"6860 W. Snowville Rd. Ste. 100, Brecksville, OH, 44141",,9372766666,invoices@shookconstruction.com,Bedford,Bedford,Shook Construction Co. ,N,1,2026-02-23T08:01:00
Axle 4_5, $165.00 ,MREX,Cuyahoga Cty. Central Service Campus (2777),2777,Other Clean Hard Fill (rubble & mixed material),IN,2026-04-07T08:56:00,clehaul01,Other Clean Hard Fill (rubble & mixed material),18,other clean hard fill (rubble & mixed material),IN,282,CLEHAUL01,Legacy Data (Unknown Hauler),,Axle 4_5,,,True,clehaul01,93,MREX,"8616 Euclid-Chardon Road, Kirtland, OH, 44094",,,,2777,Cuy Co Central Svc Camp (2777),Gilbane Building Company,Y,1,
Axle 4_5, $165.00 ,MREX,University Hts. Debris Removal (2788),2788,Other Clean Hard Fill (rubble & mixed material),IN,2026-04-07T08:58:00,ss38,Other Clean Hard Fill (rubble & mixed material),18,other clean hard fill (rubble & mixed material),IN,440,SS38,Legacy Data (Unknown Hauler),,Axle 4_5,,,True,ss38,93,MREX,"8616 Euclid-Chardon Road, Kirtland, OH, 44094",,,,2788,Univ Hts Debris Removal (2788),City of University Heights,Y,1,
Axle 4_5, $165.00 ,MREX,Cuyahoga Cty. Central Service Campus (2777),2777,Other Clean Hard Fill (rubble & mixed material),IN,2026-04-07T08:59:00,c2h22,Other Clean Hard Fill (rubble & mixed material),18,other clean hard fill (rubble & mixed material),IN,240,C2H22,Legacy Data (Unknown Hauler),,Axle 4_5,,,True,c2h22,93,MREX,"8616 Euclid-Chardon Road, Kirtland, OH, 44094",,,,2777,Cuy Co Central Svc Camp (2777),Gilbane Building Company,Y,1,
Axle 4_5, $165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,Other Clean Hard Fill (rubble & mixed material),IN,2026-04-07T09:00:00,dev7,Other Clean Hard Fill (rubble & mixed material),18,other clean hard fill (rubble & mixed material),IN,56,DEV7,DEVIL'S TRUCKING,,Axle 4_5,440-343-4059,PLR4496,True,dev7,106,Petty Group LLC,"13675 McCracken Rd, Garfield Heights, OH, 44125",,2162062600,,2720,Woodhill Roads PH1 (2720),Marous Brothers Construction,N,1,
Tandem, $90.00 ,Shook Construction Co. ,Bedford,Bedford,Other Clean Hard Fill (rubble & mixed material),IN,2026-04-07T09:00:00,hag63,Other Clean Hard Fill (rubble & mixed material),18,other clean hard fill (rubble & mixed material),IN,441,HAG63,Legacy Data (Unknown Hauler),,Tandem,,,True,hag63,121,Shook Construction Co. ,"6860 W. Snowville Rd. Ste. 100, Brecksville, OH, 44141",,9372766666,invoices@shookconstruction.com,Bedford,Bedford,Shook Construction Co. ,N,1,2026-02-23T08:01:00
Axle 4_5, $165.00 ,MREX,Cuyahoga Cty. Central Service Campus (2777),2777,Other Clean Hard Fill (rubble & mixed material),IN,2026-04-07T09:01:00,gace36,Other Clean Hard Fill (rubble & mixed material),18,other clean hard fill (rubble & mixed material),IN,274,GACE36,Legacy Data (Unknown Hauler),,Axle 4_5,,,True,gace36,93,MREX,"8616 Euclid-Chardon Road, Kirtland, OH, 44094",,,,2777,Cuy Co Central Svc Camp (2777),Gilbane Building Company,Y,1,
Axle 4_5, $165.00 ,MREX,Cuyahoga Cty. Central Service Campus (2777),2777,Other Clean Hard Fill (rubble & mixed material),IN,2026-04-07T09:04:00,gace26,Other Clean Hard Fill (rubble & mixed material),18,other clean hard fill (rubble & mixed material),IN,239,GACE26,Legacy Data (Unknown Hauler),,Axle 4_5,,,True,gace26,93,MREX,"8616 Euclid-Chardon Road, Kirtland, OH, 44094",,,,2777,Cuy Co Central Svc Camp (2777),Gilbane Building Company,Y,1,
